Doc_ID,DSI_Title,Text
19,WS_DOC3_Prestige.docx,"Houdini would have been active at the time of ""The Prestige,"" but his insights would have been fatal to the movie's plot, which is the problem with the plot. We meet two apprentice magicians, Robert Angier (Hugh Jackman) and Alfred Borden (Christian Bale), who work as fake ""volunteers"" from the audience for Milton the Magician (the invaluable Ricky Jay). They assist in tying up a helpless damsel, in reality, Robert's wife, Julia (Piper Perabo), and lowering her into the Chinese Water Torture box. Concealed by curtains, she somehow escapes, as Houdini always did, but one night, Alfred ties her knots too tightly, she cannot escape, and by the time a manager (Michael Caine) rushes onstage with an ax, it is too late to save her from drowning.

This sets off a lifelong hatred between Robert and Alfred, during which the frigid and ominous Alfred rises to the top of the profession. The hapless Alfred (now in love with his new assistant Olivia, played by Scarlett Johansson) falls to the bottom, is reduced to performing in flea pits, and yet presents an illusion named the Transported Man in which he walks into a door on one side of the stage and instantly emerges from a door at the other. How is that physically possible? It's the sort of thing that made his fans claim Houdini was supernormal. Robert becomes obsessed with finding the secret of the trick.

But magicians do not explain their illusions, not even to their peers, unless money changes hands (""The trick is told when the trick is sold""). The Transported Man begins, you will agree, with a terrific Pledge. Now how will Robert ever discover the secret of the Prestige? He treks into the snows of Colorado to visit the hidden laboratory of the (real-life) Nikola Tesla (David Bowie), who may have manufactured the trick for Alfred. Tesla, the discoverer/inventor of alternating current, was believed at the time to be capable of all manner of wonders with the genie of electricity, but how could AC, or even DC, explain the Transported Man?

You will not learn here. What you will learn in the movie is, I believe, a disappointment -- nothing but a trick about a trick. With a sinking heart, I realized that ""The Prestige"" had jumped the rails, and that rules we thought were in place no longer applied.

I have been in love with magic all my life. I'm no good at it, even though I bored my friends for years with cheesy illusions, and even today can make a dime disappear from your forehead. These days I am most impressed with the skills required for close-up magic. Teddy Nava, the son of writer-directors Gregory Nava and Anna Thomas, can make cards change while I am holding them in my hands. Now how does he do that? Not through divine intervention, I am fairly sure. But I was holding them!"
20,RC_Doc2_Insidious_is_an.docx,"""Insidious"" is an affectionate visit to the Haunted House Movie, a genre that seems classic in contrast to Queasy-Cam gorefests. It depends on characters, atmosphere, sneaky happenings and mounting dread. This one is not terrifically good, but moviegoers will get what they're expecting. It's a new collaboration between director James Wan and writer Leigh Whannell, who launched the ""Saw"" franchise.

As the movie opens, an unsuspecting family is moving into a big old house they must have found through the Amityville Multiple Listing Service. It's the kind of house you require for a haunting movie, with lots of rooms, nooks, crannies, corridors, staircases, closets and shadows — and an attic, of course. Although more modern houses were used in the ""Paranormal Activity"" movies, this genre really requires all the creaky old bells and whistles.

The Lambert family seems to have been happy before this real estate transaction. Josh (Patrick Wilson) is a teacher, Renai (Rose Byrne) writes songs and young Dalton (Ty Simpkins) is the most curious of the kids. That's why he sneaks into the attic, falls off a treacherous ladder and immediately goes into a coma. Brain scans reveal no head injury. Could it be ... something else?

Renai is positive that something sneaky is happening. Her boxes get moved around by unseen hands. Doors and windows open by themselves. We are even more sure than Renai is, because we begin to see the stark apparition of a fearsome specter. Imagine a beast from Hades.

Dad begins to stay at work late. The movie probably wants us to blame him for not caring and trying to avoid the problems at home. We know better. We identify an example of the Absent Father Syndrome, that screenwriter's convenience for getting Dad out of the way so Mom can be home alone and told she's imagining things.

This is a family that needs help. They hire a psychic named Elise Rainier (Lin Shaye), who sends over two ghostbusters (Angus Sampson and the writer Leigh Whannell). These two seem singularly incompetent and provide some nice chuckles. Since the whole film teeters on the edge of being a comedy, it's probably a good idea that when Lin Shaye turns up, she brings in some cause for serious alarm. She's seen these cases before.

What is the malevolent presence? Why is it there? What does it want? What can it gain from the hapless Lamberts? The answers to such questions must necessarily remain theoretical at a metaphysical level, but at a practical level, the purpose of the presence is to generate startling bangs at frequent intervals, materialize unexpectedly, look horrifying and be a nuisance. Its purpose, in short, is to go BOO!"
21,EG_Doc2_This_Time_Dream.docx,"This Time the Dream’s on Me

“Inception” is not necessarily the kind of experience you would take to your next shrink appointment. It is more like a diverting reverie than a primal nightmare, something to be mused over rather than analyzed, something you may forget as soon as it’s over. Which is to say that the time — nearly two and a half hours — passes quickly and for the most part pleasantly, and that you see some things that are amazing, and amazingly pretty: cities that fold in on themselves like pulsing, three-dimensional maps; chases and fights that defy the laws that usually govern space, time and motion; Marion Cotillard’s face.

Better to explain what Cobb does for a living, since that exhaustive enumeration of the metaphysical rules of his profession occupies an awful lot of the dialogue in Mr. Nolan’s script. Using a combination of drugs, wires and other vaguely Matrix-y methods, Cobb and his co-workers penetrate the minds of their slumbering targets, usually for the purpose of extracting hidden information. But a wealthy client named Saito (Ken Watanabe) induces them to try the much more difficult trick known as inception, which involves planting an idea someone else’s mind that will bear fruit in the real world. “That’s impossible!” more than one person has occasion to exclaim.

In any case, Cobb and his team are trying to induce a young man (Cillian Murphy), whose father (Pete Postlethwaite) is a business rival of Saito’s, to break up the company he is about to inherit. This bit of commercial intrigue provides the banal material foundation on which Mr. Nolan’s phantasmagorical world is built.

And the content of those dreams, once Cobb and company have dropped into their mark’s sleeping mind, is often curiously pedestrian. Most of the time, one group of guys with guns chases another, in cars across the rain-soaked streets of Los Angeles, on foot through the corridors of a retro-elegant hotel, and on skis and snowmobiles through an icy Alpine landscape from which James Bond might recently have departed.

Cobb, whose life depends on suppressing emotions and memories that he cannot control, is thus a typical Christopher Nolan hero. His air of guilt and sorrow — the sense of unfinished psychic business pushing against his conscious intentions — marks his kinship with Christian Bale’s Batman

The accomplishments of “Inception” are mainly technical, which is faint praise only if you insist on expecting something more from commercial entertainment. That audiences do — and should — expect more is partly, I suspect, what has inspired some of the feverish early notices hailing “Inception” as a masterpiece, just as the desire for a certifiably great superhero movie led to the wild overrating of “The Dark Knight.” In both cases Mr. Nolan’s virtuosity as a conjurer of brilliant scenes and stunning set pieces, along with his ability to invest grandeur and novelty into conventional themes, have fostered the illusion that he is visionary."
22,SIM_Doc3_Movie_Kal_Ho_Naa_Ho.docx,"Title: Kal Ho Naa Ho: Review

Authors: Rohini Iyer 

Source/Date: Rediff / November 25, 2003 14:27 IST

URL: https://www.rediff.com/movies/2003/nov/25kal.htm 

Keywords: Naina, Saif Ali Khan, Shah Rukh Khan, Life, Aman, Preity Zinta, Jaya Bachchan

Total Word Count: 495 words (trimmed)

Brief Summary: Student Naina is good friends with her classmate, skirt-chaser Rohit. Her home life is rife with family tensions as her widowed mum's restaurant runs into difficulties. When charismatic Aman moves into the neighbourhood, he changes everyone's lives, bringing a breath of fresh air, and although he loses his heart to Naina, Aman has a secret that prevents him from marrying her.



For all those who want to know whether Kal Ho Naa Ho is a remake of Hrishikesh Mukherjee's Anand, the answer is yes. And no.



Shah Rukh Khan's character (Aman) is largely inspired by Rajesh Khanna's happy-go-lucky charmer in Anand. But on the whole, Kal Ho Naa Ho is as different as they come.



The film kicks off with Manhattan resident Naina Catherine Kapur (Preity Zinta) narrating the story of her life over her daily morning jog.



The characters in Naina's life are introduced with the same energy that Naina puts into her jog. There is her mom Jennifer (Jaya Bachchan in jeans), who shares a love-hate relationship with her mother-in-law Sushma Seth (at her loudest Punjabi best).



Mommy runs a flop restaurant. Grandmother is a flop singer. Together they are chaos.



Enough reason for Naina to turn into a boring, bespectacled spinster type who takes life too seriously.



The only interesting person in Naina's life is buddy Rohit Patel (Saif Ali Khan). He is uncool with women but thinks he is cool. He is also a typical Gujarati, whose father (Satish Shah) runs a business called Dial A Dhokla.



Shah Rukh in KHNH Enter funny guy Aman, who turns out to be the proverbial angel in Naina's life. He is Dale Carnegie-Jim Carrey-Richard Gere-Deepak Chopra all rolled into one. He zooms into Naina's neighbourhood singing Pretty Woman and woos everyone in sight, including uppity Naina.



Naina hates him at first sight, but can't help being overwhelmed by Aman's charm.



Even Rohit takes tips from Aman on how to be cool and influence people. Life is a song and dance till the interval.



Post interval, it is time to bring out the tissues -- an entire box of them in fact. It is time for the audience to discover that Aman is not what he seems.



You will sob all the way to the end.



Full marks to director Nikhil Advani and producer Karan Johar for not letting the proceedings turn heavy.



The climax is a revelation. Set against the superbly picturised Mahi ve, the film ends on a note that can be best described as clapworthy.



Preity Zinta slips into character beautifully. Right from the preppy spectacles to her no-nonsense demeanor, Preity captures the spirit of Naina Kapur. She has never looked so pretty."
23,CVN_Doc7_1917.docx,"And although Sam Mendes’ extraordinary World War I drama 1917 is notable for the technical feat of its cinematography—Mendes and director of photography Roger Deakins have constructed it to be perceived as one unbroken shot—the true key to its effectiveness is the face of one of its central actors, George MacKay. MacKay plays a young British soldier, Schofield, who just happens to be nearby when one of his mates, Blake (Dean-Charles Chapman), accepts a dangerous assignment: The two must cross enemy lines to deliver a message to British troops on the other side by the next day’s dawn. Blake has a personal stake in the assignment: he has a brother among the troops at risk. Schofield doesn’t think the mission is such a good idea—but he sticks by his friend anyway.



The first thing that strikes you is how young these two are, barely out of boyhood.



Mendes captures all of that tense sadness in 1917, yet the film—which he co-wrote with Krysty Wilson-Cairns, and which is dedicated to his grandfather, a veteran of the war—also has a glorious, pulsing energy. It’s a carefully polished picture, not one that strives for gritty realism.



1917 opens in a moment of repose: Blake and Schofield are lounging around a tree, reveling in the ultimate luxury of killing time, when they’re informed that they’re to report for a special assignment. (The general who gives them the order is a businesslike but clear-eyed Colin Firth—he looks from one lad to the other as if fully aware of the likelihood that neither will make it back.)



Deakins’ camera follows this duo as they leap out of the bleak safety of the trenches and embark on a bone-rattling trek across no-man’s land. They pass dead horses ringed by haloes of flies, and the corpses of fellow soldiers, twisted and deformed in their shallow graves of mud. 



Mendes moves his heroes through a field of chopped-down cherry trees, desolate in their lifeless beauty—though even then, there’s the promise that, after the stones have sunk into the ground, even more trees will pop up in their wake. He’ll be shot at; he’ll have to silently kill a young German soldier with his bare hands. But Mendes is so careful with the story’s pacing that you never feel assaulted, even if you do feel the weight of every act.



The camera’s movement has its own silent dignity; there’s an overarching calmness to the film, even in its most intense moments. 



The actors, moving through this world of terror with no glory, are terrific: Chapman’s baby face is sullen one moment, radiantly good-natured the next. But it’s MacKay’s face that haunts you after the screen dims. It’s not a modern face, but a 1917 face, that of a young man who’s staunch in doing his duty but who has no idea what he’s gotten into. That he inspires this care in us is the key to the movie."
24,EG_Doc3_Epic_Intimacy_Arrival.docx,"The Epic Intimacy of Arrival

Arrival, the remarkable new film by Denis Villeneuve. Adams plays Dr. Louise Banks, a world-class linguist. The Army needs her help again, although this time the work is decidedly more esoteric: Aliens have arrived on Earth in a dozen giant craft scattered across the globe, one of them in the wilds of Montana. Colonel Weber would like Louise to come with him, learn the aliens’ language, and ask them why they are here. On the flight into Big Sky Country, she is introduced to her partner in this endeavor, a genial physicist named Ian Donelly.

As the chopper bearing the scientists skims over the plains, the alien craft emerges, literally, from the mist: a 1,500-foot edifice of what looks like black rock floating weightlessly just above the ground, like a giant skipping-stone poised on one tip.

Accompanied by soldiers and technicians, Louise and Ian enter the craft by means of a square shaft in its base. Once inside, however, gravity releases them and then shifts 90 degrees, such that the shaft is now a corridor and one of its walls the floor. As Ian responded to the sudden inversion with “holy fuck,” I was right there with him.

At the end of the corridor they meet their hosts, two giant, squid-like beings that float on the other side of a transparent barrier. Louise and Ian call them “heptapods” owing to their seven symmetrical tentacles, and name the two “Abbott” and “Costello,” because, well, why not? Efforts at verbal communication are unsuccessful, but written language proves more promising. From their starfish-like hands, the heptapods can emit swirling circles of inky gas, each one of them—as Louise concludes—a fully formed sentence with neither beginning nor end. Communication with the creatures moves slowly, but it at least begins to move.

.As events unspool, we can sense that—like Louise with the heptapods—we do not entirely comprehend them. (We are correct in this.) As she and Ian try to decode the creatures’ language, they are constrained in their efforts by Colonel Weber and, especially, a CIA agent named Halpern (Michael Stuhlbarg). Until we know more of the aliens’ intentions—conquest? tourism? cup of sugar?—Weber and Halpern are greatly concerned that we do not accidentally teach them more about ourselves than we learn about them.

The look of Arrival is stately and elegant; its pace, sober and deliberate. Suffice to say that Arrival is a “twist” movie, but the twist is more than a mere gimmick

The entire cast is strong, but Arrival is Adams’s movie from the first frame to the last. I confess that I initially thought that her gifts might be wasted on such space-invader fare, but the performance she gives is mesmerizingly open, by turns uplifting and sorrowful. If you are unmoved by the film’s conclusion, then you are made of considerably harder stuff than I."
25,SD_Doc3_The-Mighty-Ducks.docx,"""The Mighty Ducks"" is the kind of movie that might have been written by a computer program. It tells a story that has been told time and time and time again, about the misfit coach who is handed a team of kids who are losers, and turns them into winners while redeeming himself. Even the usual supporting characters are here: The opposing coach who persecuted the hero when he was a kid; the kid who has a divorced mother that the hero falls in love with; the tough rebel kid who only needs to channel his anger.



The movie is set in Minneapolis, and deals with Pee Wee ice hockey leagues. I have earlier seen this same plot applied to baseball (""The Bad News Bears""), football (""Wildcats""), basketball (""Hoosiers""), and even hockey (""Youngblood""). The evidence is clear: Hollywood likes this plot. If you are a would-be screenwriter desperate for a sale, rent the videos of all of these movies, and then simply apply the formula to a sport that hasn't been covered yet. The lacrosse team, maybe. Pay special attention to ""Hoosiers,"" since it's the good one.



The film stars Emilio Estevez as the coach. He's a lawyer who gets arrested on a DUI, and his boss, the crusty Mr. Ducksworth, thinks it will help him slow down if he goes on a leave of absence from the firm, and coaches a Pee Wee hockey team. Estevez arrives at the first practice session in a limousine, inexplicable in plot terms but good for some inane scenes in which the little hockey stars flatten their noses against the glass. And then the season starts.



The screenplay by Steven Brill leaves nothing to chance.



There is not a single surprise in the film. Not even one small one, to show he's a good sport. We march in lockstep past the obligatory flashbacks to Estevez's own childhood, when an evil coach (Lane Smith) made him feel worthless after he missed an important shot. Of course, this same villain is now coaching the opponents of the Ducks.



There are more obligatory stops on the way to the end.



We see how bad the Estevez team is in its early games. We endure the name change, to the ""Ducks,"" so named because then Mr.Ducksworth will pop for new uniforms, and then we hear the team's new war cry, ""Quack."" All leads to the big playoff games. No prizes for predicting which team wins, or whether everything depends on a big final shot, or which coach makes a stirring speech about how it doesn't matter so much whether you win or lose - it's how you play the game. It must be said that this movie is sweet and innocent, and that at a certain level it might appeal to younger kids. I doubt if its ambitions reach much beyond that."
26,SIM_Doc7_Movie_The_Pursuit_of_Happyness.docx,"Title: The Pursuit of Happyness: Review

Authors: Frederic and Mary Ann Brussat  

Source/Date: Spirituality and Practice / December 15, 2006

URL: https://www.spiritualityandpractice.com/films/reviews/view/16385/the-pursuit-of-happyness  

Keywords: Son, Bone Scanner, Life, Will Smith, Thandie Newton, Jaden Smith 

Total Word Count: 491 words (trimmed)

Brief Summary: Life is a struggle for single father Chris Gardner (Will Smith). Evicted from their apartment, he and his young son (Jaden Christopher Syre Smith) find themselves alone with no place to go. Even though Chris eventually lands a job as an intern at a prestigious brokerage firm, the position pays no money. The pair must live in shelters and endure many hardships, but Chris refuses to give in to despair as he struggles to create a better life for himself and his son.

The year is 1981, and Chris Gardener (Will Smith) if trying to make a living by selling bone scanner machines in San Francisco to doctors and medical centers. It's a bother to lug around the clunky machines but he enjoys making connections with people. Although he is a natural born salesman, this African-American believes that he is destined for a better career path. His wife Linda (Thandie Newton) is working at two jobs to help pay the bills, and they are behind on their rent. Their five-year old son, Christopher (Jaden Christopher Syre Smith), goes to a day carecenter, and it bugs his dad that on the outside of the building, the term ""the pursuit of happyness"" is misspelled. He is convinced that these little details make all the difference in life.

The constant strain of financial pressure is too much for Linda to handle so she decides to take a job with a relative in a restaurant in New York. Although her husband is a disappointment to her, she does have confidence that he will find a way to take care of their son, and so she leaves Christopher with him.

Chris's persistence pays off when he is chosen for an internship program at a prestigious stock brokerage firm. The determining factor seems to be that he impresses one of the top officers by solving a Rubiks Cube in record time. It is obvious that he has a special gift for numbers in addition to his flair for sales. The only hitches to his new lease on life are that the program does not pay any salary and only one of the 20 interns will eventually be hired. Meanwhile, his financial condition grows more shaky when a few of his bone scanning machines are stolen, and he and his son are evicted from their apartment. They move into a small room at a motel but then are forced on to the streets. Father and son wind up sleeping in a bathroom in a bus station. Luckily, they are able to make this harrowing experience into a game by pretending they are hiding out in a cave from dinosaurs."
27,RC_Doc4_Were_instinctively_afraid.docx,"We're instinctively afraid of natural things (snakes, barking dogs, the dark) but have to be taught to fear walking into traffic or touching an electrical wire. Horror films that tap into our hard-wired instinctive fears probe a deeper place than movies with more sophisticated threats. A villain is only an actor, but a shark is more than a shark.

""The Blair Witch Project,"" an extraordinarily effective horror film, knows this and uses it. It has no fancy special effects or digital monsters, but its characters get lost in the woods, hear noises in the night and find disturbing stick figures hanging from trees. One of them discovers slime on his backpack. Because their imaginations have been inflamed by talk of witches, hermits and child murderers in the forest, because their food is running out and their smokes are gone, they (and we) are a lot more scared than if they were merely being chased by some guy in a ski mask.

The movie is like a celebration of rock-bottom production values--of how it doesn't take bells and whistles to scare us. It's presented in the form of a documentary. We learn from the opening titles that in 1994 three young filmmakers went into a wooded area in search of a legendary witch: ""A year later, their footage was found."" The film's style and even its production strategy enhance the illusion that it's a real documentary. The characters have the same names as the actors. All of the footage in the film was shot by two cameras--a color video camcorder operated by the director, Heather (Heather Donahue), and a 16-mm. black and white camera, operated by the cameraman, Josh (Joshua Leonard). Mike (Michael Williams) does the sound. All three carry backpacks, and are prepared for two or three nights of sleeping in tents in the woods. It doesn't work out that way.

The buried structure of the film, which was written and directed by Eduardo Sanchez and Daniel Myrick, is insidious in the way it introduces information without seeming to. Heather and her crew arrive in the small town of Burkittsville (""formerly Blair"") and interview locals. Many have vaguely heard of the Blair Witch and other ominous legends; one says, ""I think I saw a documentary on the Discovery Channel or something."" We hear that children have been killed in the woods, that bodies have disappeared, that strange things happened at Coffin Rock. But the movie wisely doesn't present this information as if it can be trusted; it's gossip, legend and lore, passed along half-jokingly by local people, and Heather, Josh and Mike view it as good footage, not a warning.

Once they get into the woods, the situation gradually turns ominous. They walk in circles. Something happens to their map. Nature itself begins to seem oppressive and dead. They find ominous signs. Bundles of twigs. Unsettling stick figures. These crude objects are scarier than more elaborate effects; they look like they were created by a being who haunts"
28,CVN_Doc1_To_Hell_With.docx,"Quentin Tarantino’s “Inglourious Basterds” is a big, bold, audacious war movie that will annoy some, startle others and demonstrate once again that he’s the real thing, a director of quixotic delights. For starters (and at this late stage after the premiere in May at Cannes, I don’t believe I’m spoiling anything), he provides World War II with a much-needed alternative ending.

From the title, ripped off from a 1978 B-movie, to the Western sound of the Ennio Morricone opening music to the key location, a movie theater, the film embeds Tarantino’s love of the movies. 

And above all, there are three iconic characters, drawn broadly and with love: the Hero, the Nazi and the Girl. These three, played by Brad Pitt, Christoph Waltz and Melanie Laurent, are seen with that Tarantino knack of taking a character and making it a Character, definitive, larger than life, approaching satire in its intensity but not — quite — going that far. 

The story begins in Nazi-occupied France, early in the war, when the cruel, droll Nazi Col. Hans Landa (Waltz) arrives at an isolated dairy farm where he believes the farmer (Denis Menochet) is hiding Jews. He’s right, and a young woman named Shosanna (Melanie Laurent) flees into the woods. It is for this scene, and his performance throughout the movie, that Christoph Waltz deserves an Oscar nomination to go with his best actor award from Cannes. He creates a character unlike any Nazi — indeed, anyone at all — I’ve seen in a movie: evil, sardonic, ironic, mannered, absurd.

The Hero is Brad Pitt, as Lt. Aldo Raine, leader of the Basterds. Tarantino probably wants us to hear “Aldo Ray,” star of countless war films and B pictures. Pitt’s version of Italian is worthy of a Marx brother.

The Girl is Shosanna, played by Laurent as a curvy siren with red lipstick and, at the film’s end, a slinky red dress. 

Shosanna calculatingly flirts with Frederick Zoller (Daniel Bruhl), a Nazi war hero and now movie star; he persuades Joseph Goebbels to hold the premiere of his new war film in her theater. 

A Tarantino film resists categorization. “Inglourious Basterds” is no more about war than “Pulp Fiction” is about — what the hell is it about? Of course nothing in the movie is possible, except that it’s so bloody entertaining. He’s a master at bringing performances as far as they can go toward iconographic exaggeration.



I knew Tarantino had made a considerable film, but I wanted it to settle, and to see it again. Like a lot of real movies, you relish it more the next time. Immediately after “Pulp Fiction” played at Cannes, QT asked me what I thought. “It’s either the best film of the year or the worst film,” I said. I hardly knew what the hell had happened to me. The answer was: the best film. Tarantino films have a way of growing on you. It’s not enough to see them once."
29,SD_Doc2_Goon.docx,"The latest by Canadian director Michael Dowse (Fubar, It’s All Gone Pete Tong), Goon may seem patterned off Rudy or Rocky in the way it follows Seann William Scott’s unlikely rise from the junior leagues to a farm team for an unlicensed National Hockey League stand-in. It was inspired by the true story of hockey pro Doug Smith, though, as reported in a biography adapted to the screen by Jay Baruchel and Evan Goldberg. That aside, the film’s giddy violence and scatological humor share more in common with bygone hybrid sports-comedies like The Longest Yard, Major League, and, Necessary Roughness. Goon opens in a tiny Massachusetts town where Scott works as a barroom bouncer so big-hearted, he apologizes to patrons before knocking them out in the back alley. After defending his big-mouthed best friend (Baruchel) at a local hockey game, Scott gets called up to try out for the hometown team, where he’s re-christened “Doug The Thug.” His inability to skate is offset by his talent for taking down his opponents with a swift sock to the jaw, a gift that eventually gets him transferred to a Halifax farm team to protect a self-destructive star player (Marc-André Grondin) while preparing for a toe-to-toe with Liev Schreiber’s graying league-enforcer legend.



Goon leavens its well-worn sports-flick trajectory with two factors. The first is its effective, practically acrobatic dick ’n’ fart humor. Goon is unabashedly crass and violent, establishing a rare equilibrium between faithfully rendered splatter and jokes about skull-fucking. But the movie’s real secret weapon is Scott. As in David Wain’s excellent Role Models (or the less excellent Southland Tales), Scott moves away from the smug-douche mugging of the American Pie films. He plays his thug as a gentle giant and a lovable oaf.



Balancing violence with humor and sweetness would be enough of a coup, but Dowse goes further. Goon is a flurrying riposte to Canada’s toothless tradition of hockey films with titles like Breakaway and Score: A Hockey Musical. It’s the rare hockey movie to approach violence head-on, without hectoring or hand-wringing, as an essential element of the sport, not some inhumane sideshow. Where George Roy Hill’s Slap Shot, the former reigning champ of the narrow hockey-film canon, descends into anticlimactic late-game zaniness, Goon fully commits to its theme of violence for violence’s sake. It’s Paper Lion by way of Sam Peckinpah."
30,WS_DOC4_ImpracticalJokers.docx,"Since 2011, “Impractical Jokers” has cracked up cable television audiences on truTV.

Now, hosts Joseph “Joe” Gatto, James “Murr” Murray, Brian “Q” Quinn and Salvatore “Sal” Vulcano bring their antics to the big screen in “Impractical Jokers: The Movie.”

“The movie is like 90% improv and hidden camera,” Murray told WTOP. “Over like 10 years of filming ‘Jokers,’ we’ve saved this list of dozens of crazy ideas that are just too big for TV, too crazy for TV, we couldn’t afford or couldn’t fit into a half-hour episode, so we stuck all that into the movie.”

The movie is structured differently from “Jackass: The Movie” (2002), which was a hilarious array of pranks edited together. Instead, it strings the gags together between a fictional storyline, which doesn’t work nearly as well.

In order to decide who gets the concert tickets, the four guys go on a cross-country road trip competing in various reality challenges. Like the TV show, the gags involve one member out in public as the other three give instructions in an earpiece.

While such gags make the hosts hilariously uncomfortable, others elicit genuine fear.

“Sal is terrified of cats,” Murray said. “We locked Sal in a motel room with a 600-pound white Bengal tiger attached to a chain, and he almost soiled himself in the movie. So if you want to see that, this is the kind of movie for you.”

D.C. audiences will enjoy a segment involving spreading ashes at the Lincoln Memorial Reflecting Pool.

Their biggest coup comes infiltrating the Atlanta Hawks for a job interview.

Do their increasingly famous faces make it harder to go undercover?

“It happens more and more,” Murray said. “But honestly, that’s a good thing. It means the show is popular. I’d rather have it be a little tougher to film than nobody recognizes us, in which case the show would suck. It’s a good problem to have.”

It’s the culmination of a lifetime rising the comedy ranks. The high school buddies formed their stand-up troupe, The Tenderloins in 1999, performing at various comedy clubs around New York. They even pitched a few TV pilots that never made it to series.

Are they surprised the show has lasted nearly a decade?

“The fans really embraced it, we embraced our fans, and the momentum carried us through 200 episodes of television, being able to tour live and now ultimately the movie,” Gatto said. “It’s all because we just put something out there that people can relate to and enjoy and not have to think about all the B.S. going on in the world.”

What’s something that they can tell us about the guys behind the scenes?

In all seriousness, they cherish their friendship.

“They’re the best guys in the world,” Murray said. “I think Sal is the funniest guy I’ve ever met in my life. He’s all heart and he wears his emotions on his sleeve, which is both his greatest strength and his greatest weakness. Q is sweet and charming.”"
31,WS_DOC5_Memento.docx,"Many movies like to toy with timelines, stirring up chronology or switching the order of events. Like few films before it, however, “Memento” truly turns the narrative editing into a specifically artistic endeavor, beginning not just at the end, but also playing out, scene by scene, in reverse. To complicate matters further, two storylines exist: the first is in color, moving backwards by scene (initially completely in reverse to show the only disconnected final shot); the second is in black-and-white and unfolds in order. By the conclusion, the two stories will meet, with the black-and-white turning to color. These baffling interchanges are also marked by a few key flashbacks and visions. As director Christopher Nolan’s second feature, “Memento” garnered Academy Award nominations for Editing and Screenplay, though it was relatively obscure upon its original release. Nolan’s success with subsequent films (particularly the Dark Knight trilogy) would cause audiences to revisit this early masterpiece of storytelling and style.

Leonard (Guy Pearce) has a rare brain damage condition caused by a blow to the head. He narrates, in a neo-noirish fashion, describing the symptoms and the cause: it’s not amnesia, but it’s similar; he remembers who he is, and everything leading up to the attack on his wife (when he received the injury trying to defend her), but nothing beyond that. To keep his life manageable, he has strict discipline, habits, and routines, and takes plenty of notes and photographs. He also has tattoos inked across his body, detailing the facts of the man who raped and murdered his wife.

His sole purpose in life now is revenge; but even if he gets it, he won’t remember the satisfaction for long. He has a system to cope, unlike Sammy Jankis (Stephen Tobolowsky), a man with a similar condition. 

Many of the events are complete surprises, mysteries that both the audience and the characters must work at spontaneously to solve. Several sequences start with sudden action, like a chase, that Leonard must talk the viewer through to uncover why he’s in such a predicament. Every role possesses ulterior motives, while Nolan also seems intent to add deceptive imagery and visual cues. Just as memories can be distorted, influenced, and planted, he manipulates the audience, ensuring that predicting the next moment is completely impossible.

“Memento” is a first-rate thriller that uses a mind-bogglingly unique storytelling device and a wickedly clever murder-mystery to show a movie in a way never before seen by mainstream audiences. Although the plot itself isn’t terribly complex, the editing is so labyrinthine that multiple viewings are almost certainly necessary. The good news is that it never gets boring, it’s well paced, and enthralling little details are discovered every time. Many moments include overlapping bits that also help to mentally organize the rearranged segments. It may confuse some viewers (perhaps that’s part of the point), but its singular narrative and expert character actors make it one of the most interesting, inventive, and intelligent cinematic experiments ever conducted."
32,EG_Doc6_The_Inexorable_Pull.docx,"The Inexorable Pull Of Cuaron's 'Gravity'

Doctoral theses will be penned on the breath-catching realistic, gorgeously choreographed, entirely mesmerizing opening that director Alfonso Cuaron has conjured for Gravity — both how the scene was managed and how it works on a viewer's psyche.

I'll leave the technical stuff to grad students; for now, let's just call the shot immersive in a way that cinema rarely manages to be. For more than 13 minutes, without a cut or edit — yes, I know this was digitally managed, not done in a single go — Cuaron sends his camera swooping in graceful arcs around an orbiting repair crew.

They're astronauts working on the Hubble Space Telescope high above the Earth, their shuttle idled nearby, disaster imminent though they won't know that until it's upon them.We first see the crew and their spacecraft as a tiny dot on the edge of a majestic, screen-filling planet, their isolation and sheer cosmic puniness their most salient feature. The camera floats toward them, or perhaps they toward it, as we hear them chattering faintly in staticky NASA-speak. Soon we're close enough to discern who's who — George Clooney's veteran space walker cracking wise as he sails above, around and past Sandra Bullock's newbie, who's struggling gamely with circuits, wiring, bolts (one floats straight out into the auditorium) and a queasy stomach.

And as we take in the dazzling, star-backed blue-and-white planet, and register the physics of space-walking — how much force is required to move from one Hubble strut to another, what happens when an electronic panel floats free and out of reach — Mission Control chimes in occasionally (the voice is Apollo 13's Ed Harris, mischievously enough) with words of encouragement.

And then with alarm. A Russian satellite has exploded, sending shards of potentially lethal space debris their way — debris that becomes visible in the background — remember there still has not been a single ""edit"" — just before it rips into the Hubble, and the shuttle, and all those struts and panels, sending them and the astronauts and all of us reeling.

Bullock, whose anxiety about being outside an enclosed capsule is evident even when she's moored to the equipment she's repairing, is sent spinning free, head-over-heels into inky blackness. The camera joins her in her point of view — the stars are streaks now — and we can see her breath coming so rapidly it fogs her vision. Her disorientation is our disorientation, even as Clooney tries to get her to focus and tell him her position so he can try to find her.

I've no doubt the filmmakers have good reasons for this — that we're meant to see Bullock curled in a fetal position as signaling a moment of rebirth, that spiritual questions might reasonably occur to someone working through grief while surrounded by the cosmic infinity of space."
